system:index,Aridity_Index,Bacterivores,CliMond_Annual_Mean_Radiation,CliMond_Highest_Weekly_Radiation,CliMond_Lowest_Weekly_Radiation,CliMond_Radiation_Seasonality,CliMond_Radiation_of_Coldest_Quarter,CliMond_Radiation_of_Driest_Quarter,CliMond_Radiation_of_Warmest_Quarter,CliMond_Radiation_of_Wettest_Quarter,EVI,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Hillshade,EarthEnvTopoMed_Northness,EarthEnvTopoMed_Slope,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Human_Development_Percentage,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,PET,Pixel_Lat,Pixel_Long,Population_Density,Predators,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_Probability_of_occurrence_of_R_horizon,SG_SOC_Content_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Sand_Content_015cm,SG_Silt_Content_015cm,SG_Soil_pH_H2O_015cm,Total_Number,Unidentified,WWF_Biome,WorldClim2_Annual_Mean_Temperature,WorldClim2_Annual_Precipitation,WorldClim2_Isothermality,WorldClim2_Max_Temperature_of_Warmest_Month,WorldClim2_Mean_Diurnal_Range,WorldClim2_Mean_Temperature_of_Coldest_Quarter,WorldClim2_Mean_Temperature_of_Driest_Quarter,WorldClim2_Mean_Temperature_of_Warmest_Quarter,WorldClim2_Mean_Temperature_of_Wettest_Quarter,WorldClim2_Min_Temperature_of_Coldest_Month,WorldClim2_Precipitation_Seasonality,WorldClim2_Precipitation_of_Coldest_Quarter,WorldClim2_Precipitation_of_Driest_Month,WorldClim2_Precipitation_of_Driest_Quarter,WorldClim2_Precipitation_of_Warmest_Quarter,WorldClim2_Precipitation_of_Wettest_Month,WorldClim2_Precipitation_of_Wettest_Quarter,WorldClim2_Temperature_Annual_Range,WorldClim2_Temperature_Seasonality,.geo
00000000000000000398,11158.0,217,95.29004669189453,180.9029998779297,16.548999786376953,0.6257694959640503,29.065893173217773,81.97661590576172,157.88453674316406,151.8460693359375,3569.3330078125,884.0,327158.0,2858.0,37698.0,26110.0,9556.0,3314.0,1733.0,1387.0,20997.0,8659.0,411.0,878.0,187688.0,0.10682952404022217,26.0,26.0,0.198618084192276,0.29349392652511597,235,7300.0,11847.7294921875,68,17.0,7171.21630859375,301.0571594238281,1886.7476806640625,251.54879760742188,401.87823486328125,1677.102294921875,976.1984252929688,408.00848388671875,7103.17919921875,11,735.0,52.97083282470703,6.737500190734863,93.46556854248047,4,868.3629150390625,11.277652740478516,3.704514265060425,5.678184509277344,200.0,7.588348865509033,60.369686126708984,57.59272766113281,84.9718017578125,11.361348152160645,47.482322692871094,533.0,0,4.0,9.024999618530273,821.0,33.777774810791016,19.600000381469727,7.599999904632568,2.4000000953674316,4.883333206176758,16.0,6.066666603088379,-2.9000000953674316,16.418872833251953,208.0,48.0,168.0,210.0,82.0,237.0,22.5,556.9498901367188,"{""type"":""Point"",""coordinates"":[6.737501032209317,52.97083415746064]}"
000000000000000004a1,9837.0,260,90.40516662597656,213.1009979248047,3.2820000648498535,0.8303535580635071,14.281376838684082,51.147064208984375,179.20884704589844,87.63922882080078,1899.673095703125,1907.0,1404778.0,3571.0,83602.0,27075.0,9709.0,1863.0,950.0,3334.0,22086.0,8820.0,1065.0,690.0,1044736.0,0.19963857531547546,68.0,68.0,0.3092024028301239,0.46766161918640137,19,1307.2275390625,8776.0078125,125,24.0,3365.65234375,1780.11669921875,3211.06787109375,1608.43798828125,1841.977783203125,2203.523681640625,1273.005615234375,561.521484375,3979.170166015625,132,658.0,62.02083206176758,36.02916717529297,1.6948168277740479,4,970.7007446289062,20.974409103393555,19.2446346282959,6.766669273376465,200.0,19.28810691833496,55.33622741699219,59.705970764160156,40.324649810791016,40.32184600830078,54.27170181274414,540.0,0,6.0,2.4375,648.0,21.90934181213379,19.5,7.974999904632568,-10.016666412353516,-4.566666603088379,15.0,8.833333015441895,-16.899999618530273,30.816585540771484,123.0,30.0,102.0,204.0,80.0,225.0,36.400001525878906,1006.0208129882812,"{""type"":""Point"",""coordinates"":[36.02916640645526,62.02083391418909]}"
000000000000000004c5,9985.0,641,85.98883056640625,200.28599548339844,2.5193300247192383,0.8290223479270935,17.19477653503418,49.583553314208984,169.3496856689453,141.727294921875,2168.772216796875,1047.0,143108.0,3899.0,30025.0,27575.0,9348.0,2634.0,1078.0,1533.0,19455.0,8363.0,378.0,672.0,111722.0,-0.4591740369796753,170.0,170.0,-0.13624581694602966,0.8446887731552124,267,0.0,8150.7998046875,255,0.0,4369.22412109375,994.6287231445312,2209.645263671875,952.2429809570312,1056.990234375,1779.0418701171875,930.2257690429688,407.9490661621094,4613.0,174,620.0,63.537498474121094,30.6875,0.7035457491874695,4,1036.3863525390625,9.464700698852539,9.278681755065918,14.380480766296387,196.2188262939453,22.90826988220215,59.76619338989258,64.1706771850586,62.042457580566406,28.71506118774414,48.42210388183594,1341.0,0,6.0,1.6708333492279053,620.0,20.650047302246094,18.5,7.041666507720947,-10.100000381469727,-5.449999809265137,14.133333206176758,12.350000381469727,-15.600000381469727,32.378170013427734,116.0,31.0,96.0,220.0,79.0,221.0,34.099998474121094,972.191650390625,"{""type"":""Point"",""coordinates"":[30.687497777006104,63.53749903729554]}"
000000000000000000cb,6242.0,10,164.6817169189453,178.39999389648438,141.18699645996094,0.05818016082048416,159.45654296875,162.45614624023438,166.83546447753906,157.05838012695312,3087.111328125,304.0,24367.0,1644.0,12143.0,23725.0,9170.0,5131.0,1867.0,491.0,15383.0,7515.0,137.0,1142.0,14652.0,-0.5100210309028625,822.0,822.0,-0.32860299944877625,1.3475332260131836,60,800.0,16295.458984375,28,30.0,5157.734375,1004.4970703125,3038.731689453125,410.78167724609375,797.9232177734375,3957.6552734375,3292.300537109375,1967.3231201171875,9184.6474609375,35,1622.0,-15.9375,-44.337501525878906,12.190596580505371,5,1309.218017578125,5.412214756011963,21.96149444580078,0.0,200.0,5.071887016296387,13.167377471923828,18.897624969482422,66.4918441772461,11.533562660217285,54.840274810791016,138.0,0,7.0,22.10416603088379,1013.0,71.62036895751953,30.399999618530273,12.891666412353516,20.016666412353516,20.016666412353516,23.316665649414062,22.950000762939453,12.399999618530273,91.05123901367188,23.0,4.0,15.0,311.0,204.0,582.0,18.0,147.9781494140625,"{""type"":""Point"",""coordinates"":[-44.33750172136828,-15.937500489274639]}"
000000000000000000e4,20966.0,14.5,119.71016693115234,150.70199584960938,96.13870239257812,0.16367505490779877,123.0780258178711,140.377685546875,128.91122436523438,104.30545806884766,851.4797973632812,304.0000000079673,47096.00000122594,3593.0000000935515,16724.000000435375,26923.000000700868,9051.000000235677,4361.00000011347,1695.0000000440773,787.0000000205608,18475.000000480995,8129.000000211648,214.00000000552572,798.0000000208178,39375.00000102496,0.0,61.0,61.0,0.0,0.0,38,19300.0,3542.0,514.5,0.0,1836.8162841796875,1001.3894653320312,1387.0599365234375,507.7398681640625,883.0955200195312,1231.7646484375,660.4485473632812,312.9504089355469,1289.5999755859375,39,1219.0,-4.4041666984558105,-69.90416717529297,489.0762939453125,5,828.4088134765625,16.6285400390625,27.344375610351562,2.000577449798584,198.1332244873047,11.139915466308594,57.029537200927734,45.3974723815918,32.59637451171875,39.9036865234375,49.43739318847656,611.5,0,1.0,26.53333282470703,2556.0,82.66666412353516,31.399999618530273,8.266666412353516,25.96666717529297,26.316665649414062,26.96666717529297,26.600000381469727,21.399999618530273,31.150453567504883,475.0,112.0,373.0,595.0,293.0,855.0,10.0,41.30448913574219,"{""type"":""Point"",""coordinates"":[-69.90416784859714,-4.404164928467425]}"
00000000000000000408,23069.0,195,87.1299819946289,171.2550048828125,15.043499946594238,0.6328420042991638,26.419523239135742,156.22015380859375,143.7942352294922,22.47845458984375,3974.76953125,586.0,163313.0,2806.0,31702.0,28754.0,9206.0,2722.0,916.0,1254.0,20648.0,8451.0,358.0,610.0,105984.0,0.22481414675712585,318.0,318.0,-0.5656254291534424,7.102101802825928,7,567.505615234375,10336.169921875,128,0.0,5867.91357421875,592.9059448242188,3040.20556640625,338.8487548828125,636.7576293945312,2989.14599609375,1932.7235107421875,841.0552978515625,6925.65234375,33,632.0,54.3125,-2.3458333015441895,4.271799087524414,5,536.8050537109375,19.349246978759766,19.25079345703125,18.06917381286621,199.5436248779297,32.361244201660156,160.751953125,66.40694427490234,47.83632278442383,33.22486877441406,52.87714767456055,368.5,0,4.0,7.400000095367432,1459.0,36.879432678222656,16.5,6.933333396911621,2.366666793823242,8.949999809265137,13.033333778381348,3.299999952316284,-2.299999952316284,23.317264556884766,416.0,86.0,263.0,308.0,159.0,471.0,18.799999237060547,439.1313781738281,"{""type"":""Point"",""coordinates"":[-2.345834963994701,54.3125018597246]}"
000000000000000004cb,9863.0,874,87.5809326171875,205.2259979248047,2.333329916000366,0.8422141075134277,16.237804412841797,32.805213928222656,173.5275421142578,108.73185729980469,277.23291015625,629.0000000373186,112500.00000667175,-589.0000000349953,29250.00000173466,18840.000001117234,9284.000000550632,2393.000000141869,2062.0000001222656,855.0000000506778,14942.000000886062,7500.000000444774,247.00000001466606,1628.0000000965638,49103.00000291201,0.0,72.0,72.0,-0.030897779390215874,0.04375183954834938,286,235.9091033935547,8478.400390240506,100,0.0,1348.489990234375,1600.4300537109375,1788.243896484375,1554.163818359375,1656.0860595703125,931.6876831054688,392.7846374511719,175.98275756835938,4478.999999796934,269,601.0,63.73749923706055,34.74583435058594,4.432431221008301,5,940.5814208984375,16.39305305480957,11.298622131347656,15.216776847839355,183.73143005371094,21.110933303833008,98.13980865478516,77.31366729736328,55.398624420166016,33.00386047363281,47.45530319213867,1534.0,0,6.0,1.4125001430511475,593.0,21.70038604736328,18.299999237060547,7.508333206176758,-10.550000190734863,-9.449999809265137,13.866666793823242,12.416666984558105,-16.299999237060547,32.39868927001953,102.0,29.0,95.0,204.0,79.0,208.0,34.599998474121094,977.8248901367188,"{""type"":""Point"",""coordinates"":[34.74583266417248,63.73749863774469]}"
000000000000000000e1,21000.0,9.375,119.71016693115234,150.70199584960938,96.13870239257812,0.16367505490779877,123.0780258178711,140.377685546875,128.91122436523438,104.30545806884766,5496.259765625,241.0,48887.0,771.0,16778.0,25041.0,8850.0,4469.0,1819.0,530.0,16046.0,7719.0,163.0,981.0,26689.0,0.026446301490068436,74.0,74.0,0.16835995018482208,0.42820054292678833,41.375,19300.0,26410.005859375,147.875,12.0,7965.03857421875,377.46319580078125,3783.583984375,240.75389099121094,574.14013671875,3757.398681640625,2129.63037109375,811.3068237304688,8683.1142578125,22.875,1215.0,-4.412499904632568,-69.9124984741211,18.1613712310791,6,1057.5078125,15.500439643859863,28.928987503051758,0.4766811430454254,200.0,6.342336177825928,27.585420608520508,40.399478912353516,32.48679733276367,38.622684478759766,46.47922897338867,227.375,0,1.0,26.487499237060547,2553.0,81.93069458007812,31.399999618530273,8.274999618530273,25.933334350585938,26.266666412353516,26.91666603088379,26.549999237060547,21.299999237060547,31.08087730407715,473.0,112.0,375.0,594.0,292.0,853.0,10.100000381469727,40.6271858215332,"{""type"":""Point"",""coordinates"":[-69.91249744936498,-4.412498988336315]}"
000000000000000002a6,7115.0,216,124.95638275146484,216.718994140625,48.90399932861328,0.4504092037677765,59.229915618896484,198.36293029785156,195.5084686279297,56.176029205322266,2722.731689453125,690.0,52738.0,4036.0,18045.0,27526.0,9069.0,3874.0,1095.0,839.0,19109.0,8222.0,230.0,698.0,50942.0,-0.37584248185157776,14.0,14.0,0.13527637720108032,0.4342040419578552,74,555.9832763671875,14362.763671875,2,29.0,5133.197265625,675.247314453125,2057.968994140625,392.7445068359375,618.6414184570312,2371.254150390625,1935.79833984375,1264.747802734375,10040.853515625,21,1180.0,40.34583282470703,-8.820833206176758,0.13269072771072388,6,1099.0667724609375,11.040054321289062,12.930625915527344,8.792792320251465,200.0,3.2570133209228516,30.623661041259766,35.28656768798828,62.29262924194336,24.65355682373047,61.808067321777344,319.0,0,12.0,15.050000190734863,840.0,47.27272415161133,22.700000762939453,7.800000190734863,10.916666984558105,18.71666717529297,18.75,11.716666221618652,6.199999809265137,54.5953254699707,330.0,11.0,59.0,65.0,123.0,352.0,16.5,323.2786560058594,"{""type"":""Point"",""coordinates"":[-8.820833176288712,40.34583485405197]}"
000000000000000004fa,8340.0,2593,85.36705017089844,201.37899780273438,1.2280000448226929,0.8545191287994385,14.685355186462402,31.12583351135254,169.76092529296875,118.42711639404297,689.6793823242188,2293.00000012385,727361.0000392769,3574.0000001929934,67083.00000362235,29572.00000159683,9796.000000528984,1415.0000000764376,903.0000000487802,2988.000000161385,25127.00000135688,9141.000000493577,760.0000000410301,579.0000000313045,551638.0000297879,0.1534547507762909,2.0,2.0,-0.1232755109667778,0.23312735557556152,426,0.0,4782.2001953125,102,0.0,1559.1881103515625,1614.857421875,2299.163330078125,1449.6722412109375,1612.1756591796875,1395.2657470703125,1025.00830078125,512.0792846679688,2996.0,630,557.0,64.98750305175781,34.787498474121094,2.150693416595459,6,819.0462036132812,20.652326583862305,14.06057071685791,12.629460334777832,180.6038360595703,21.310422897338867,95.88540649414062,71.88809967041016,50.93973159790039,34.96890640258789,53.310028076171875,3757.0,0,5.999999997943919,1.3249999284744263,465.0,21.11111068725586,16.899999618530273,6.650000095367432,-9.533332824707031,-8.649999618530273,12.75,11.766666412353516,-14.600000381469727,38.38024139404297,69.0,17.0,62.0,166.0,62.0,167.0,31.5,898.5682983398438,"{""type"":""Point"",""coordinates"":[34.78749850441587,64.98750505875402]}"
0000000000000000049a,8888.0,880,90.57589721679688,209.36599731445312,3.419329881668091,0.8198482394218445,19.004451751708984,43.244606018066406,178.54615783691406,126.70289611816406,2829.2509765625,412.0,123495.0,2263.0,26379.0,28155.0,9232.0,3494.0,1143.0,907.0,19789.0,8385.0,267.0,645.0,85546.0,-0.04567544907331467,27.0,27.0,0.061795491725206375,0.18562282621860504,202,421.2477722167969,8562.896484375,37,57.0,4055.175048828125,1559.173828125,3669.673095703125,1267.739013671875,1592.9720458984375,3074.033935546875,1941.2613525390625,921.5100708007812,4111.3662109375,41,659.0,61.88750076293945,34.204166412353516,4.6733527183532715,8,1037.620361328125,26.69759178161621,16.803451538085938,5.1519341468811035,200.0,13.707625389099121,92.22886657714844,73.17890930175781,45.20376205444336,38.01828384399414,58.54584884643555,1168.0,0,6.0,2.566666603088379,586.0,21.85792350769043,19.600000381469727,8.0,-9.816666603088379,-4.150000095367432,14.899999618530273,13.199999809265137,-17.0,33.236812591552734,104.0,26.0,93.0,209.0,79.0,210.0,36.599998474121094,991.3084716796875,"{""type"":""Point"",""coordinates"":[34.2041678228062,61.88750233359001]}"
000000000000000004d7,9434.0,4435,72.45881652832031,169.2830047607422,2.2119998931884766,0.7934898734092712,10.095616340637207,48.6074333190918,139.1361846923828,100.66291809082031,1946.5367431640625,463.0,80948.0,-898.0,21349.0,25276.0,9119.0,3951.0,1592.0,677.0,18187.0,8131.0,193.0,914.0,34706.0,-0.019024740904569626,52.0,52.0,0.2792923152446747,1.0992279052734375,76,3300.0,4321.07763671875,91,0.0,3537.753173828125,1860.9302978515625,3070.497802734375,1903.1356201171875,1965.9083251953125,2243.085693359375,1091.064208984375,481.0731506347656,2560.03759765625,29,579.0,64.17082977294922,84.5625,0.8052887916564941,8,691.2353515625,63.084686279296875,18.321636199951172,8.068923950195312,200.0,5.883395671844482,177.35572814941406,103.25750732421875,42.41609573364258,39.27650833129883,50.5812873840332,4639.0,0,6.0,-5.858333587646484,547.0,19.110275268554688,21.299999237060547,10.166666984558105,-24.600000381469727,-21.71666717529297,13.666666030883789,4.349999904632568,-31.899999618530273,34.740692138671875,96.0,24.0,80.0,187.0,69.0,192.0,53.19999694824219,1545.6475830078125,"{""type"":""Point"",""coordinates"":[84.56249939597292,64.17082961901751]}"
000000000000000004ee,9278.0,1650,83.65003967285156,196.83700561523438,1.3253300189971924,0.8473758697509766,15.193212509155273,38.88778305053711,166.28530883789062,148.9755401611328,1902.2230224609375,744.0,109050.0,3367.0,26714.0,26699.0,9458.0,2909.0,1366.0,1031.0,20889.0,8602.0,296.0,758.0,81471.0,-0.0897156149148941,103.0,103.0,-0.2866106331348419,0.46926388144493103,175,3300.0,7448.50830078125,1056,0.0,3620.810302734375,1462.921875,2733.349365234375,1337.128173828125,1520.221923828125,2025.9915771484375,1236.469482421875,568.4479370117188,4367.4736328125,520,585.0,64.74583435058594,32.10416793823242,0.6500253081321716,8,860.1172485351562,16.98906898498535,13.405553817749023,7.886838436126709,200.0,9.514640808105469,57.51948928833008,59.28337860107422,47.363101959228516,39.08185958862305,50.759666442871094,3409.0,0,6.0,0.8416666388511658,543.0,11.550151824951172,16.299999237060547,3.799999952316284,-11.649999618530273,-10.316666603088379,13.75,12.016666412353516,-16.600000381469727,36.6829719543457,86.0,24.0,79.0,198.0,72.0,201.0,32.900001525878906,1019.1481323242188,"{""type"":""Point"",""coordinates"":[32.104167558989026,64.74583515896042]}"
0000000000000000022a,11564.0,1163,128.57057189941406,172.7779998779297,91.0906982421875,0.19979697465896606,107.419677734375,101.37085723876953,143.5463104248047,129.27407836914062,2288.29248046875,1121.0,173496.0,3818.0,30123.0,28008.0,9269.0,2957.0,1050.0,1304.0,19836.0,8384.0,400.0,645.0,134352.0,-0.10706719756126404,26.0,26.0,-0.030789460986852646,0.23910196125507355,355.8,500.0,10368.400389667197,177.6,90.0,4068.88134765625,848.8660278320312,2098.359619140625,516.7028198242188,796.2606201171875,2263.592529296875,1857.611328125,1319.834716796875,6395.200194721689,128.2,1154.0,36.02916717529297,140.09584045410156,741.755126953125,9,1246.27978515625,21.603015899658203,18.823637008666992,3.3437037467956543,200.0,4.323348045349121,27.268211364746094,31.58101463317871,51.113651275634766,30.15988540649414,60.71531295776367,1833.5999755859375,0,4.0,14.287500381469727,1335.0,27.609159469604492,31.100000381469727,8.641667366027832,4.416666507720947,4.416666507720947,24.183334350585938,21.450000762939453,-0.20000000298023224,44.874454498291016,136.0,37.0,136.0,469.0,187.0,495.0,31.30000114440918,808.13232421875,"{""type"":""Point"",""coordinates"":[140.09584069671627,36.02916640645526]}"
00000000000000000270,4361.0,165.5,143.65151977539062,234.80599975585938,63.645198822021484,0.40952402353286743,76.45380401611328,215.1051483154297,210.35646057128906,70.68073272705078,3373.359375,451.0,94866.0,-612.0,25060.0,27110.0,9497.0,3095.0,1210.0,751.0,17559.0,8125.0,217.0,745.0,45694.0,-0.46645477414131165,168.0,168.0,-0.7305229902267456,1.125516653060913,197.5,5156.77734375,16197.328125,103,67.0,5665.51220703125,799.3384399414062,2748.9521484375,383.27545166015625,724.7623291015625,3259.589599609375,2632.12451171875,1408.6063232421875,10863.583984375,16,1547.0,38.704166412353516,-8.320833206176758,0.422735333442688,9,1430.29345703125,10.734733581542969,15.996859550476074,14.543156623840332,200.0,4.141592025756836,18.467208862304688,24.95508575439453,55.12978744506836,28.87335205078125,61.02146911621094,491.0,0,12.0,16.162500381469727,675.0,44.123931884765625,27.299999237060547,10.324999809265137,10.533333778381348,22.16666603088379,22.549999237060547,11.366666793823242,3.9000000953674316,61.841888427734375,282.0,5.0,31.0,39.0,109.0,298.0,23.399999618530273,489.397216796875,"{""type"":""Point"",""coordinates"":[-8.320834175165826,38.70416775111429]}"
0000000000000000051e,10487.0,1373,78.62579345703125,183.9499969482422,0.44600000977516174,0.8483801484107971,10.313932418823242,54.29977035522461,155.71690368652344,139.56658935546875,2032.3660888671875,472.0,56957.0,717.0,18029.0,26248.0,9061.0,4184.0,1556.0,750.0,17906.0,8068.0,194.0,855.0,32258.0,0.2411583662033081,276.0,276.0,-0.30438339710235596,4.18935489654541,139,3300.0,7882.37451171875,929,0.0,4353.97265625,969.5662231445312,2160.361328125,947.6681518554688,1057.99560546875,1749.089599609375,890.3003540039062,374.2428283691406,4372.44384765625,770,544.0000610351562,66.20417022705078,30.487499237060547,0.7335571050643921,9,1031.1578369140625,15.728443145751953,6.052425384521484,15.711895942687988,200.0,33.50346755981445,43.59471893310547,55.528541564941406,60.804622650146484,33.167850494384766,48.1863899230957,3220.0,0,6.0,-0.3916666507720947,571.0,20.96466064453125,16.700000762939453,7.316667079925537,-12.149999618530273,-6.949999809265137,12.083333015441895,12.083333015441895,-18.200000762939453,35.54790115356445,98.0,27.0,87.0,213.0,80.0,213.0,34.900001525878906,974.4714965820312,"{""type"":""Point"",""coordinates"":[30.48749817655695,66.20417078118672]}"
00000000000000000560,7067.0,172,147.03909301757812,260.7200012207031,47.76839828491211,0.49753791093826294,61.327152252197266,238.54122924804688,238.54122924804688,57.52793884277344,2717.57470703125,649.0,84916.0,2002.0,23371.0,27880.0,9460.0,3195.0,1146.0,776.0,18806.0,8333.0,215.0,674.0,52164.0,0.07215279340744019,721.5,721.5,0.06579633802175522,6.559881210327148,324,8100.0,12740.130859375,88,0.0,6273.4140625,421.9345397949219,1866.7164306640625,211.65708923339844,423.6108703613281,2217.404541015625,1535.193603515625,764.6608276367188,8671.9443359375,60,1324.0,41.795833587646484,-6.9041666984558105,0.010195385664701462,9,1236.6385498046875,11.362735748291016,15.512435913085938,19.797752380371094,199.66587829589844,26.09444236755371,31.6987361907959,38.52761459350586,46.86470413208008,37.62226867675781,58.99446105957031,653.0,0,12.0,12.266666412353516,936.0,39.503814697265625,24.600000381469727,10.350000381469727,5.733333110809326,19.649999618530273,19.71666717529297,6.349999904632568,-1.600000023841858,50.27201461791992,369.0,21.0,87.0,95.0,141.0,382.0,26.200000762939453,575.4932250976562,"{""type"":""Point"",""coordinates"":[-6.904168852283964,41.795831957308344]}"
0000000000000000077d,9870.0,27,95.88118743896484,175.22000122070312,18.468000411987305,0.6034887433052063,31.51145362854004,92.95852661132812,156.22084045410156,156.22084045410156,3298.351318359375,1293.0,598054.0,308.0,60597.0,25819.0,9611.0,1725.0,1091.0,2422.0,21816.0,8741.0,743.0,812.0,322348.0,0.04600711166858673,8.5,8.5,0.2148365080356598,0.23693585395812988,8.5,267.8927917480469,9044.0,58.5,33.0,5292.04443359375,650.9174194335938,2471.76953125,419.86724853515625,723.5986328125,2313.028564453125,1530.4415283203125,794.3831787109375,5959.60009765625,7.5,793.0,51.87916564941406,5.745833396911621,576.1558227539062,9,528.5518798828125,16.092967987060547,21.13209342956543,5.599939346313477,200.0,3.284383773803711,19.010902404785156,32.623817443847656,47.588653564453125,31.500825881958008,59.11678695678711,110.5,0,4.0,9.766666412353516,783.0,35.250736236572266,20.399999618530273,7.9666666984558105,3.1666667461395264,5.666666507720947,16.71666717529297,4.2166666984558105,-2.200000047683716,15.40839672088623,195.0,45.0,162.0,201.0,77.0,220.0,22.600000381469727,556.046630859375,"{""type"":""Point"",""coordinates"":[5.745832630731381,51.87916595575814]}"
0000000000000000027e,7645.0,79,139.27761840820312,208.94900512695312,64.5333023071289,0.360644668340683,79.74163818359375,79.74163818359375,196.2675323486328,188.8744659423828,3206.390869140625,491.0,116884.0,700.0,29020.0,29095.0,9451.0,2362.0,778.0,953.0,21747.0,8709.0,267.0,559.0,65031.0,0.4119706153869629,15.5,15.5,0.39845240116119385,3.6744048595428467,19.5,0.0,13376.200197147715,38,73.0,5846.359375,562.3412475585938,2244.79248046875,342.9598388671875,590.1044921875,2327.165283203125,1623.629150390625,881.6295776367188,7490.200196340272,3.5,1355.0,38.92916488647461,-77.11250305175781,681.6986083984375,10,1468.2984619140625,14.449167251586914,19.162630081176758,8.035140037536621,200.0,7.783863067626953,16.13222312927246,30.742324829101562,42.4099006652832,38.215694427490234,56.746028900146484,2076.5,0,4.0,13.350000381469727,1036.0,31.839401245117188,30.700000762939453,11.366666793823242,2.316666603088379,2.316666603088379,24.066665649414062,21.950000762939453,-5.0,11.505764961242676,226.0,69.0,226.0,282.0,103.0,290.0,35.70000076293945,879.8915405273438,"{""type"":""Point"",""coordinates"":[-77.11250090193874,38.929165072069054]}"
00000000000000000324,11124.0,953,95.60823059082031,177.80599975585938,17.66670036315918,0.6118390560150146,30.690868377685547,92.40401458740234,156.8545379638672,144.56613159179688,2690.537109375,544.0,52557.0,4345.0,14940.0,24846.0,9243.0,5033.0,1899.0,716.0,18029.0,8083.0,203.0,1055.0,52437.0,-0.16877126693725586,32.5,32.5,-0.04634177312254906,0.26431986689567566,135,7300.0,10608.7412109375,332,21.0,5264.42333984375,577.2880249023438,1984.20068359375,317.9586181640625,505.81036376953125,2467.788330078125,2005.6663818359375,1029.2593994140625,6290.2763671875,124,782.0,52.32083511352539,5.770833492279053,210.83299255371094,10,547.5741577148438,15.6365327835083,3.9518861770629883,7.511995315551758,200.0,24.017850875854492,90.3726806640625,61.709747314453125,84.46408081054688,11.52242374420166,47.88191223144531,1555.0,0,4.0,9.537500381469727,870.0,34.185184478759766,20.100000381469727,7.691666603088379,2.799999952316284,5.5833330154418945,16.516666412353516,6.383333206176758,-2.4000000953674316,14.369399070739746,214.0,53.0,183.0,220.0,85.0,246.0,22.5,560.519775390625,"{""type"":""Point"",""coordinates"":[5.770834810338053,52.32083545600089]}"
000000000000000004a7,9375.0,618,90.36029052734375,211.3249969482422,3.3459999561309814,0.8266854882240295,14.683634757995605,42.694583892822266,178.69207763671875,100.26103973388672,2638.486328125,582.0,190967.0,3123.0,29173.0,24930.0,8487.0,3706.0,1594.0,1115.0,16694.0,7535.0,341.0,936.0,127459.0,0.1945885866880417,37.0,37.0,0.19596467912197113,0.5268243551254272,74,3300.0,10049.583984375,162,0.0,4471.79248046875,1171.8997802734375,2856.28125,1163.621826171875,1228.7781982421875,2414.261962890625,1291.4791259765625,579.12353515625,5491.056640625,144,664.0,62.07083511352539,35.287498474121094,2.4453301429748535,10,910.2252197265625,22.880538940429688,17.854455947875977,9.022229194641113,199.73086547851562,20.815391540527344,103.36361694335938,77.35553741455078,47.170654296875,34.78904724121094,53.89205551147461,1008.0,0,6.0,2.758333206176758,623.0,20.128585815429688,18.899999618530273,6.7833333015441895,-9.133333206176758,-4.5333333015441895,15.016666412353516,9.216667175292969,-14.800000190734863,30.983516693115234,120.0,30.0,100.0,204.0,81.0,214.0,33.70000076293945,972.9800415039062,"{""type"":""Point"",""coordinates"":[35.28749750553877,62.07083381430138]}"
