system:index,Aridity_Index,Bacterivores,CliMond_Annual_Mean_Radiation,CliMond_Highest_Weekly_Radiation,CliMond_Lowest_Weekly_Radiation,CliMond_Radiation_Seasonality,CliMond_Radiation_of_Coldest_Quarter,CliMond_Radiation_of_Driest_Quarter,CliMond_Radiation_of_Warmest_Quarter,CliMond_Radiation_of_Wettest_Quarter,EVI,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Hillshade,EarthEnvTopoMed_Northness,EarthEnvTopoMed_Slope,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Human_Development_Percentage,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,PET,Pixel_Lat,Pixel_Long,Population_Density,Predators,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_Probability_of_occurrence_of_R_horizon,SG_SOC_Content_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Sand_Content_015cm,SG_Silt_Content_015cm,SG_Soil_pH_H2O_015cm,Total_Number,Unidentified,WWF_Biome,WorldClim2_Annual_Mean_Temperature,WorldClim2_Annual_Precipitation,WorldClim2_Isothermality,WorldClim2_Max_Temperature_of_Warmest_Month,WorldClim2_Mean_Diurnal_Range,WorldClim2_Mean_Temperature_of_Coldest_Quarter,WorldClim2_Mean_Temperature_of_Driest_Quarter,WorldClim2_Mean_Temperature_of_Warmest_Quarter,WorldClim2_Mean_Temperature_of_Wettest_Quarter,WorldClim2_Min_Temperature_of_Coldest_Month,WorldClim2_Precipitation_Seasonality,WorldClim2_Precipitation_of_Coldest_Quarter,WorldClim2_Precipitation_of_Driest_Month,WorldClim2_Precipitation_of_Driest_Quarter,WorldClim2_Precipitation_of_Warmest_Quarter,WorldClim2_Precipitation_of_Wettest_Month,WorldClim2_Precipitation_of_Wettest_Quarter,WorldClim2_Temperature_Annual_Range,WorldClim2_Temperature_Seasonality,.geo
00000000000000000725,9552.0,1412.78,106.05884552001953,193.86300659179688,22.117700576782227,0.5775233507156372,37.203285217285156,102.40480041503906,170.5847625732422,43.107852935791016,3374.52294921875,1028.0,542326.0,2068.0,60457.0,29468.0,9829.0,1333.0,828.0,1894.0,25660.0,9189.0,596.0,553.0,343858.0,-0.09226008504629135,29.0,29.0,0.061795447021722794,0.3078148365020752,1149.53,500.0,16971.283203125,2421.9,59.0,6000.7470703125,553.9400024414062,2457.36376953125,335.226806640625,587.7266235351562,2577.06396484375,1794.31982421875,917.507080078125,10804.6474609375,228.15,835.0,51.37083435058594,4.9375,720.7152099609375,52.65,533.99560546875,10.014474868774414,4.435612201690674,2.8026463985443115,200.0,1.617010474205017,38.38079833984375,38.78021240234375,82.95746612548828,12.644947052001953,48.318885803222656,5265.0,NA,4.0,10.108333587646484,798.0,34.875186920166016,20.799999237060547,7.9166669845581055,3.4000000953674316,5.983333587646484,17.116666793823242,6.983333110809326,-1.899999976158142,14.146543502807617,197.0,47.0,164.0,208.0,76.0,224.0,22.69999885559082,563.5634765625,"{""type"":""Point"",""coordinates"":[4.9375001690658715,51.37083289476636]}"
00000000000000000706,9402.0,836.19,111.76515197753906,201.7949981689453,26.673999786376953,0.5550498366355896,41.966461181640625,108.89482879638672,177.8462371826172,47.76518630981445,4392.71875,513.0,121608.0,2279.0,29423.0,28760.0,9571.0,2467.0,967.0,1000.0,21180.0,8691.0,297.0,593.0,83228.0,-0.04785587266087532,29.0,29.0,0.6945580244064331,0.8632214069366455,12.25,458.6660461425781,10569.599609375,1018.8,74.0,6401.458984375,600.99755859375,3005.105224609375,379.3877258300781,684.4530639648438,2827.288818359375,1907.22021484375,991.5339965820312,6877.39990234375,28.3,839.0,50.97083282470703,3.804166555404663,309.10272216796875,53.46,642.5422973632812,9.774466514587402,11.488175392150879,4.889955520629883,200.0,7.13608455657959,8.445415496826172,24.689977645874023,48.93989562988281,39.508544921875,58.46105194091797,1949.0,NA,4.0,10.420833587646484,789.0,32.23981857299805,20.899999618530273,7.125,3.7166666984558105,6.3333330154418945,17.46666717529297,7.349999904632568,-1.2000000476837158,14.721963882446289,189.0,50.0,164.0,201.0,80.0,231.0,22.100000381469727,563.97314453125,"{""type"":""Point"",""coordinates"":[3.804166127119962,50.97083369386805]}"
00000000000000000702,8933.0,436.72,111.3022689819336,196.91000366210938,25.56130027770996,0.5496730208396912,38.16059875488281,98.8450698852539,177.19107055664062,43.122676849365234,4220.060546875,468.0,105008.0,2662.0,23669.0,28305.0,9253.0,3749.0,963.0,1098.0,19314.0,8297.0,282.0,627.0,72716.0,0.6466166377067566,35.0,35.0,-0.26551973819732666,1.075717806816101,93.085,500.0,11012.0,768.46,63.0,6867.8076171875,469.3583068847656,2846.926513671875,257.15875244140625,552.0416259765625,2787.851318359375,1781.225341796875,789.4583740234375,7031.39990234375,109.135,850.0,50.82083511352539,4.637499809265137,305.35516357421875,57.43,794.2908325195312,9.906449317932129,12.726690292358398,6.415126800537109,200.0,4.148514270782471,15.49026870727539,33.19103240966797,45.61406707763672,41.358402252197266,57.720333099365234,1465.0,NA,4.0,10.391666412353516,760.0,33.55555725097656,21.0,7.550000190734863,3.6666665077209473,6.383333206176758,17.450000762939453,7.266666889190674,-1.5,11.254598617553711,183.0,50.0,164.0,203.0,72.0,208.0,22.5,562.2796020507812,"{""type"":""Point"",""coordinates"":[4.637500768392141,50.82083399353118]}"
00000000000000000705,9360.0,971.54,111.76515197753906,201.7949981689453,26.673999786376953,0.5550498366355896,41.966461181640625,108.89482879638672,177.8462371826172,47.76518630981445,4691.8291015625,779.0,212149.0,5207.0,35662.0,28890.0,9643.0,2370.0,833.0,1451.0,24259.0,8966.0,472.0,582.0,236621.0,-0.29190361499786377,15.5,15.5,0.3688610792160034,0.6437004804611206,173.42,500.0,11025.1640625,1727.02,60.0,6546.23486328125,625.7374267578125,3199.659912109375,408.0130310058594,726.0565795898438,2880.305419921875,1916.125244140625,969.3170776367188,7133.73876953125,132.94,840.0,50.97083282470703,3.7874999046325684,334.7102355957031,61.08,617.3238525390625,11.155280113220215,13.811598777770996,4.168140411376953,200.0,2.8311574459075928,8.238040924072266,24.117258071899414,44.31428527832031,41.64841079711914,59.19748306274414,3066.0,NA,4.0,10.475000381469727,787.0,32.20720672607422,21.0,7.150000095367432,3.7333333492279053,6.416666507720947,17.549999237060547,7.366666793823242,-1.2000000476837158,15.093114852905273,188.0,49.0,162.0,201.0,80.0,231.0,22.200000762939453,565.787841796875,"{""type"":""Point"",""coordinates"":[3.787498007382181,50.97083369386805]}"
000000000000000001f9,8620.0,143.875,183.43841552734375,249.10800170898438,112.28900146484375,0.24007487297058105,123.66261291503906,140.9366912841797,235.4137725830078,207.20953369140625,2524.766357421875,1476.0,527622.0,2574.0,58896.0,29788.0,9602.0,1338.0,716.0,1950.0,23757.0,8955.0,616.0,522.0,339623.0,0.17907725274562836,775.5,775.5,-0.4295008182525635,2.5144031047821045,97.125,3715.270751953125,8905.1533203125,553,97.0,4445.224609375,838.5786743164062,2317.64599609375,495.438720703125,803.2061767578125,2427.23388671875,1958.2269287109375,1351.7896728515625,5829.9521484375,154.5,1692.0,31.6875,76.52083587646484,546.1829223632812,76.25,1419.3773193359375,18.093774795532227,27.85183334350586,14.699482917785645,175.8063201904297,29.407081604003906,22.78791618347168,24.03912353515625,32.54151153564453,39.56973648071289,64.44769287109375,999.75,NA,3.0,21.200000762939453,1459.0,41.94260787963867,35.29999923706055,12.666666984558105,12.916666984558105,17.516666412353516,27.933334350585938,25.983333587646484,5.099999904632568,124.86343383789062,149.0,14.0,81.0,569.0,453.0,1061.0,30.19999885559082,613.57373046875,"{""type"":""Point"",""coordinates"":[76.52083616046018,31.687500238352925]}"
00000000000000000618,17071.0,610.946,123.18639373779297,221.0,30.933300018310547,0.544727623462677,46.07973861694336,62.18733215332031,201.55068969726562,208.2836151123047,2252.396240234375,548.0,68589.0,1606.0,20121.0,26925.0,9283.0,3676.0,1287.0,1017.0,19304.0,8367.0,241.0,761.0,43818.0,0.019122783094644547,1712.0,1712.0,0.03232414275407791,10.439517974853516,102.4986667,6100.0,10739.236328125,507.0986667,30.0,4377.35595703125,989.519287109375,2357.550048828125,895.0408325195312,1040.3370361328125,1789.9962158203125,949.271484375,391.3218078613281,5903.107421875,120.0313333,632.0,46.77083206176758,22.795833587646484,11.223801612854004,8.092,932.284912109375,30.949430465698242,13.223633766174316,25.53910255432129,178.6034393310547,36.951969146728516,90.64385986328125,72.93972778320312,45.73415756225586,40.955875396728516,48.18788528442383,1349.0,NA,5.0,1.5333333015441895,1080.0,30.155366897583008,13.600000381469727,7.116666793823242,-5.7833333015441895,-5.516666889190674,9.383333206176758,7.650000095367432,-10.0,32.82353210449219,189.0,57.0,182.0,388.0,150.0,395.0,23.600000381469727,626.4450073242188,"{""type"":""Point"",""coordinates"":[22.795834241830228,46.7708331662337]}"
0000000000000000062c,17276.0,148.275,120.5499267578125,200.3719940185547,41.61470031738281,0.4595454931259155,57.2512092590332,92.64586639404297,186.0301513671875,188.5666961669922,2362.202392578125,1059.0,537361.0,1416.0,59722.0,28417.0,9620.0,1708.0,972.0,1915.0,23067.0,8906.0,590.0,629.0,315578.0,0.11242568492889404,712.5,712.5,-0.030755914747714996,28.138843536376953,32.675,6100.0,11761.982421875,45.625,20.0,5921.01904296875,348.6783142089844,1674.574462890625,285.4002990722656,417.2167663574219,1342.7322998046875,1048.1058349609375,390.60260009765625,7030.84619140625,3.45,804.0000610351562,47.5625,13.645833015441895,14.012472152709961,8.125,999.5005493164062,23.744367599487305,22.060157775878906,18.66028594970703,176.78884887695312,37.58242416381836,66.7087631225586,58.65884017944336,34.94221878051758,42.929603576660156,54.1090087890625,238.14999389648438,NA,5.0,7.358333110809326,1390.0,30.597015380859375,19.799999237060547,8.199999809265137,-1.0333333015441895,0.10000010579824448,15.666666030883789,15.666666030883789,-7.0,32.21187210083008,264.0,75.0,259.0,523.0,190.0,523.0,26.799999237060547,682.6347045898438,"{""type"":""Point"",""coordinates"":[13.645834684877196,47.56250196726248]}"
000000000000000002ca,10881.0,208.5,95.8484878540039,177.281005859375,17.909299850463867,0.6090518832206726,30.962738037109375,92.66556549072266,156.9698486328125,156.9698486328125,3446.80029296875,667.0,101613.0,5217.0,25244.0,28030.0,9387.0,3237.0,1009.0,1080.0,20279.0,8474.0,335.0,648.0,103473.0,0.5514485836029053,77.0,77.0,-0.2031390368938446,1.4929741621017456,49.5,471.95458984375,13067.3896484375,958.5,33.0,6595.24853515625,372.05938720703125,2194.659423828125,236.5904541015625,414.1191101074219,2295.9267578125,1446.476318359375,651.528076171875,7557.7109375,456.5,780.0,52.02083206176758,5.987500190734863,326.0176696777344,894.5,856.7142944335938,8.88811206817627,4.305384159088135,11.087273597717285,200.0,23.693330764770508,35.516441345214844,49.89794158935547,76.0132827758789,19.494192123413086,44.336090087890625,2568.0,NA,4.0,9.395833015441895,849.0,34.93303680419922,19.899999618530273,7.824999809265137,2.7833333015441895,5.349999904632568,16.316665649414062,3.8333332538604736,-2.5,15.758432388305664,221.0,51.0,179.0,209.0,88.0,248.0,22.399999618530273,554.5369262695312,"{""type"":""Point"",""coordinates"":[5.987498071423935,52.0208315962261]}"
000000000000000006aa,2018.0,63.375,142.6063232421875,228.05999755859375,49.599998474121094,0.42968228459358215,68.12342834472656,85.60712432861328,210.40176391601562,205.9129180908203,1145.7596435546875,286.0,14856.0,-119.0,8112.0,19158.0,8089.0,6582.0,2487.0,309.0,10275.0,5582.0,75.0,1802.0,7305.0,-0.029969505965709686,590.0,590.0,0.4598734378814697,0.4939922094345093,15.875,499.98138427734375,3248.388427734375,116.125,10.0,1780.6754150390625,3215.540283203125,3893.830322265625,2625.221435546875,2936.497802734375,3473.1357421875,2869.3828125,2198.366455078125,1947.884033203125,15.5,1149.0,48.49583435058594,117.15416717529297,0.0,11.625,1276.8665771484375,18.600643157958984,19.989118576049805,10.665172576904297,200.0,9.857590675354004,41.036678314208984,42.91301345825195,48.58711242675781,31.597827911376953,81.42405700683594,223.0,NA,8.0,0.6416666507720947,232.0,22.400474548339844,27.200000762939453,12.566666603088379,-20.016666412353516,-20.016666412353516,19.733333587646484,19.733333587646484,-28.899999618530273,117.81524658203125,5.0,1.0,5.0,165.0,68.0,165.0,56.099998474121094,1613.484130859375,"{""type"":""Point"",""coordinates"":[117.15416709583202,48.49583640875923]}"
0000000000000000070f,9394.0,692.78,110.44442749023438,201.67100524902344,23.958099365234375,0.5670765042304993,39.8066291809082,106.5541000366211,176.66860961914062,51.74776840209961,4076.677978515625,915.0,332670.0,2789.0,44959.0,29716.0,9689.0,2091.0,837.0,1904.0,24086.0,9001.0,537.0,531.0,265303.0,0.1378147453069687,9.5,9.5,-0.1603614240884781,0.448309063911438,158.75,500.0,12228.57421875,1172.7,68.0,6479.0537109375,525.1851806640625,2791.499755859375,348.7947082519531,609.0358276367188,2730.126708984375,1771.742431640625,904.7750244140625,7317.896484375,60.35,841.0,51.19583511352539,4.570833206176758,386.55157470703125,135.42,531.1986083984375,10.371212005615234,10.413976669311523,3.141057014465332,200.0,7.7457275390625,15.180556297302246,28.572420120239258,68.86955261230469,20.43163299560547,55.73680114746094,2220.0,NA,4.0,10.379166603088379,791.0,34.25516128540039,21.100000381469727,7.741666316986084,3.6666665077209473,6.266666889190674,17.399999618530273,7.266666412353516,-1.5,13.418709754943848,192.0,49.0,165.0,205.0,76.0,222.0,22.600000381469727,564.1222534179688,"{""type"":""Point"",""coordinates"":[4.57083274854207,51.19583547392387]}"
000000000000000006d4,2477.0,224.125,130.0259246826172,205.8470001220703,45.27470016479492,0.42569154500961304,62.41130828857422,72.16259002685547,191.05584716796875,187.14169311523438,1378.9140625,596.0,72226.0,-864.0,20661.0,26113.0,9170.0,3815.0,1405.0,668.0,16431.0,7800.0,176.0,849.0,32305.0,0.5996488332748413,717.0,717.0,-0.10615943372249603,1.3683409690856934,77.5,250.0187225341797,3612.776611328125,340.5,34.0,2217.0283203125,2823.412109375,3658.7060546875,2218.524169921875,2574.016357421875,3362.090576171875,2704.027587890625,1870.70166015625,2123.137939453125,42.5,1085.0,49.337501525878906,117.0875015258789,3.8127243518829346,16.125,1251.135009765625,28.024524688720703,19.683515548706055,7.342433452606201,193.1798858642578,10.501110076904297,23.025047302246094,33.74720001220703,43.67097473144531,36.68604278564453,78.85497283935547,700.625,NA,8.0,-0.29166674613952637,269.0,23.32123374938965,25.899999618530273,12.850000381469727,-20.149999618530273,-20.149999618530273,18.350000381469727,18.350000381469727,-29.200000762939453,121.19058990478516,4.0,1.0,4.0,196.0,82.0,196.0,55.099998474121094,1558.0711669921875,"{""type"":""Point"",""coordinates"":[117.087503535083,49.33750065079925]}"
00000000000000000253,3643.0,1352.375,169.73464965820312,290.79400634765625,66.69000244140625,0.4524344205856323,78.2535629272461,267.82415771484375,260.0582275390625,78.2535629272461,2397.23876953125,228.0,9091.0,3982.0,6541.0,17968.0,9246.0,6983.0,2708.0,251.0,12822.0,6953.0,90.0,1907.0,7723.0,-0.045541372150182724,148.0,148.0,-0.08522344380617142,10.82912540435791,1010,8700.0,10115.0654296875,438.875,27.0,4239.8271484375,967.4754638671875,2366.03955078125,441.1448059082031,796.073486328125,2850.96533203125,2506.093017578125,1644.322998046875,6941.13671875,340.75,1773.0,38.52083206176758,-122.07917022705078,0.7610646486282349,198.75,1413.68212890625,27.998931884765625,26.62527847290039,18.10996437072754,189.21852111816406,22.653913497924805,22.88105010986328,28.144855499267578,37.933990478515625,35.34049606323242,66.02604675292969,3340.625,NA,8.0,15.908332824707031,646.0,44.09722137451172,29.799999237060547,12.699999809265137,8.699999809265137,23.200000762939453,23.299999237060547,8.699999809265137,1.0,95.61656951904297,365.0,1.0,7.0,13.0,143.0,365.0,28.799999237060547,605.7821044921875,"{""type"":""Point"",""coordinates"":[-122.07916840464509,38.52083181130186]}"
0000000000000000063c,14535.0,64.525,123.81574249267578,209.3179931640625,38.538700103759766,0.48985227942466736,54.46048355102539,70.48153686523438,195.24407958984375,199.78477478027344,2677.653076171875,1247.0,278518.0,5233.0,39817.0,28315.0,9649.0,2556.0,837.0,1561.0,21767.0,8767.0,576.0,630.0,301250.0,-0.06823540478944778,993.5,993.5,0.1764952540397644,18.293697357177734,300.775,6100.0,11054.400390625,50.15,0.0,6072.798828125,370.42095947265625,1891.7032470703125,298.73956298828125,440.7326965332031,1681.5718994140625,907.9693603515625,369.91888427734375,6669.8359375,13.9,796.9998168945312,47.74583435058594,15.529166221618652,7.521321773529053,24.375,992.262451171875,32.1495246887207,18.703195571899414,24.800519943237305,181.0703887939453,27.354604721069336,117.1076431274414,88.58018493652344,40.80305099487305,40.692256927490234,54.68046569824219,453.7250061035156,NA,5.0,5.4375,1159.0,30.59845542907715,18.0,7.925000190734863,-2.7833333015441895,-2.7833333015441895,13.883333206176758,13.883333206176758,-7.900000095367432,32.35420227050781,197.0,61.0,197.0,422.0,159.0,422.0,25.899999618530273,685.3569946289062,"{""type"":""Point"",""coordinates"":[15.529167228507443,47.74583344797386]}"
00000000000000000673,12321.0,378.9,118.45638275146484,203.1060028076172,35.173301696777344,0.5012034177780151,47.60861587524414,96.77838134765625,188.52838134765625,193.311767578125,4694.9873046875,584.0,237608.0,1290.0,36728.0,28712.0,9429.0,2775.0,981.0,1245.0,21276.0,8650.0,369.0,611.0,138105.0,-0.34925711154937744,456.0,456.0,0.5542035102844238,1.8471959829330444,289.075,600.0,10519.8427734375,41.875,57.0,6629.9580078125,871.3513793945312,3608.166015625,615.0017700195312,996.1561889648438,3177.044189453125,2030.5926513671875,991.3741455078125,6881.6708984375,45.625,814.0,48.1875,13.370833396911621,81.75222778320312,25.625,1155.411865234375,16.58990478515625,22.8082275390625,10.551112174987793,200.0,13.189118385314941,26.706266403198242,38.389217376708984,27.529085159301758,49.450374603271484,62.673519134521484,781.0999755859375,NA,4.0,8.291666984558105,1004.0,29.318735122680664,20.899999618530273,8.033332824707031,-0.45000001788139343,0.8833333849906921,17.016666412353516,17.016666412353516,-6.5,26.972488403320312,194.0,59.0,193.0,357.0,126.0,357.0,27.399999618530273,712.1154174804688,"{""type"":""Point"",""coordinates"":[13.370833004709084,48.18749848911555]}"
00000000000000000674,6153.0,91.4,123.22859954833984,216.1999969482422,32.93330001831055,0.5236603617668152,46.21860885620117,59.787837982177734,199.79299926757812,204.75083923339844,3461.325439453125,262.0,47250.0,876.0,17261.0,25535.0,9374.0,4100.0,1624.0,536.0,17445.0,8108.0,159.0,896.0,27847.0,0.17517054080963135,300.0,300.0,-0.12010364234447479,5.74510383605957,144.075,6900.0,12975.166015625,3.275,6.0,6500.91455078125,308.99072265625,2275.2158203125,170.0158233642578,360.48101806640625,2403.315185546875,1542.6142578125,695.639892578125,6609.72021484375,10.95,968.0,48.1875,16.212499618530273,4387.98583984375,28.275,1124.7017822265625,17.63673973083496,21.08880615234375,8.632598876953125,200.0,5.3039422035217285,23.05042839050293,40.21323776245117,37.35401916503906,41.60622787475586,56.274810791015625,277.9750061035156,NA,4.0,9.333333015441895,596.0,29.269729614257812,22.600000381469727,8.283333778381348,0.2666666805744171,0.2666666805744171,18.25,16.933334350585938,-5.699999809265137,30.160268783569336,99.0,30.0,99.0,210.0,74.0,210.0,28.299999237060547,729.9512329101562,"{""type"":""Point"",""coordinates"":[16.2124977103417,48.18749848911555]}"
00000000000000000605,9132.0,283.5,122.79315948486328,218.68699645996094,31.326000213623047,0.5347424149513245,47.15779113769531,63.41203689575195,203.41554260253906,205.74562072753906,3624.29150390625,339.0,56019.0,2989.0,17109.0,20874.0,7715.0,4728.0,2944.0,841.0,15200.0,6760.0,227.0,1703.0,41120.0,-0.030927639454603195,1065.0,1065.0,0.0726044550538063,18.979482650756836,79.38,1400.0,12754.7568359375,322.056,33.0,5952.33349609375,461.2575988769531,2540.49462890625,325.3464050292969,526.34130859375,2650.9287109375,1546.587646484375,749.3548583984375,7591.13818359375,38.556,850.0,46.42916488647461,23.487499237060547,7.308915615081787,32.508,1037.6812744140625,24.766204833984375,25.480642318725586,15.813068389892578,188.8845977783203,29.88419532775879,39.01618194580078,48.375732421875,31.409387588500977,43.08243942260742,57.202735900878906,756.0,NA,5.0,5.7166666984558105,777.0,27.45803451538086,19.100000381469727,7.633333206176758,-3.633333206176758,-2.2666666507720947,14.699999809265137,13.133333206176758,-8.699999809265137,42.645381927490234,120.0,36.0,113.0,304.0,121.0,312.0,27.799999237060547,743.4725952148438,"{""type"":""Point"",""coordinates"":[23.487498783533383,46.42916346621552]}"
000000000000000005fc,8172.0,179.3726667,122.2418441772461,217.3990020751953,31.78529930114746,0.5303125977516174,47.52170181274414,63.58019256591797,198.3666229248047,204.0963134765625,3927.18701171875,363.0,79607.0,870.0,22276.0,25611.0,9214.0,3588.0,1605.0,653.0,16510.0,7888.0,241.0,895.0,44439.0,0.008403990417718887,764.5,764.5,-0.5167228579521179,13.90909194946289,46.648,803.1029663085938,14304.8779296875,221.0226667,65.0,6137.775390625,669.4188842773438,3051.99755859375,427.09722900390625,680.18505859375,3179.37353515625,2130.099365234375,952.58544921875,7833.3076171875,71.638,867.0,46.22916793823242,23.387500762939453,6.103362560272217,36.652,1037.424560546875,26.42345428466797,23.214080810546875,15.302359580993652,200.0,24.53282928466797,37.2845344543457,44.72270965576172,37.505836486816406,39.2310676574707,59.1382942199707,555.0,NA,5.0,6.875,709.0,29.306486129760742,21.0,8.733333587646484,-2.799999952316284,-1.3166667222976685,16.28333282470703,14.75,-8.800000190734863,43.345672607421875,106.0,32.0,100.0,274.0,109.0,286.0,29.799999237060547,771.01025390625,"{""type"":""Point"",""coordinates"":[23.38749898330881,46.229168324867416]}"
00000000000000000602,3443.0,879.25,148.96310424804688,227.58200073242188,59.61869812011719,0.3840995728969574,83.4503173828125,83.4503173828125,208.0177764892578,208.0177764892578,2025.0684814453125,718.0,139599.0,1229.0,30569.0,27578.0,9603.0,2534.0,1106.0,1298.0,21626.0,8753.0,332.0,707.0,85749.0,0.0812472552061081,742.0,742.0,0.025230607017874718,3.744542121887207,350.875,300.0,5272.96630859375,912,48.0,3114.749755859375,2516.181884765625,3751.406982421875,1985.963623046875,2309.50244140625,3476.885986328125,2711.593505859375,1693.6617431640625,2888.667236328125,141.625,1167.0,46.37916564941406,120.47916412353516,0.38171812891960144,41.125,1233.080078125,23.608505249023438,20.41216468811035,13.199821472167969,188.68560791015625,10.841057777404785,22.997055053710938,29.710874557495117,39.030418395996094,40.510009765625,69.55286407470703,2325.25,NA,8.0,1.3875001668930054,402.0,27.539682388305664,26.200000762939453,14.458333015441895,-16.75,-16.75,18.03333282470703,18.03333282470703,-26.299999237060547,118.94979095458984,10.0,3.0,10.0,287.0,129.0,287.0,52.5,1412.0731201171875,"{""type"":""Point"",""coordinates"":[120.47916268284975,46.37916356610323]}"
00000000000000000635,3493.0,754.875,148.31790161132812,235.2050018310547,53.602699279785156,0.41850900650024414,77.8392333984375,77.8392333984375,215.21954345703125,210.516845703125,1653.4530029296875,709.0,187235.0,1822.0,34485.0,27786.0,9531.0,2622.0,1136.0,1157.0,21421.0,8709.0,326.0,680.0,111607.0,0.8271310925483704,861.5,861.5,0.28188878297805786,1.474700689315796,542.125,273.202392578125,5321.873046875,555.375,82.0,2816.671142578125,3374.105224609375,4297.5478515625,3072.273193359375,3295.402099609375,3429.60107421875,2165.069580078125,1229.744140625,2693.782470703125,339.5,1004.0,47.65416717529297,119.29582977294922,0.0,42.375,1184.43359375,27.93745231628418,23.90401840209961,2.826730966567993,199.5261688232422,11.539833068847656,44.71116256713867,55.081546783447266,35.55058670043945,40.73232650756836,69.7086181640625,2234.625,NA,8.0,-1.5124999284744263,351.0,25.468658447265625,25.100000381469727,14.491666793823242,-21.866666793823242,-18.899999618530273,16.883333206176758,16.883333206176758,-31.799999237060547,110.69669342041016,12.0,3.0,11.0,237.0,107.0,237.0,56.900001525878906,1581.0484619140625,"{""type"":""Point"",""coordinates"":[119.29582874079153,47.654167707618164]}"
000000000000000005f5,4692.0,4773.76,127.74730682373047,227.9250030517578,31.998699188232422,0.5445103049278259,44.08306121826172,71.95664978027344,212.4341583251953,215.09945678710938,3161.0078125,409.0,57201.0,1518.0,19742.0,25224.0,9144.0,3461.0,1250.0,650.0,16765.0,7824.0,183.0,876.0,35180.0,9.63134780818109E-8,79.0,79.0,-0.030927374958992004,0.1107904314994812,805.224,500.0,9284.7587890625,2357.712,100.0,5088.8056640625,881.4397583007812,2693.752685546875,511.2486572265625,838.746826171875,2996.141845703125,2582.650390625,1479.08203125,5760.953125,115.816,1108.0,46.0625,20.004167556762695,317.34246826171875,115.936,1373.272216796875,24.62346076965332,28.050167083740234,4.3125,200.0,1.99382746219635,15.00233268737793,24.55408477783203,36.4715576171875,35.40268325805664,76.1353988647461,8168.0,NA,4.0,10.795833587646484,520.0,30.130207061767578,25.600000381469727,9.641666412353516,0.6000000238418579,2.2833333015441895,20.566667556762695,20.566667556762695,-6.400000095367432,30.37445068359375,96.0,26.0,84.0,184.0,72.0,184.0,32.0,811.2321166992188,"{""type"":""Point"",""coordinates"":[20.004169436309905,46.062500504792744]}"
000000000000000005e3,6977.0,865.9924,124.06977844238281,222.33700561523438,33.54999923706055,0.5308793783187866,48.14968490600586,63.61561584472656,206.3070068359375,207.3744659423828,3491.229736328125,642.0,134700.0,3752.0,26347.0,26996.0,9550.0,3527.0,1277.0,989.0,21079.0,8662.0,324.0,752.0,120337.0,0.29477784037590027,400.5,400.5,0.5161867141723633,0.6562234163284302,189.042,500.0,10426.3447265625,579.7288,66.0,5443.935546875,910.4816284179688,2911.9091796875,588.7566528320312,903.8837890625,3055.913818359375,2323.24072265625,1299.671875,6641.24072265625,153.034,964.0,45.545833587646484,22.870832443237305,61.30094528198242,14.4032,1314.18017578125,21.351003646850586,26.657001495361328,7.032415390014648,200.0,5.898855686187744,16.0806827545166,27.20943832397461,37.5141487121582,35.728851318359375,68.65818786621094,1800.0,NA,4.0,9.225000381469727,673.0,33.333335876464844,23.799999237060547,10.600000381469727,-0.73333340883255,0.8666665554046631,18.566665649414062,17.066665649414062,-8.0,34.12040710449219,120.0,36.0,109.0,236.0,96.0,250.0,31.799999237060547,784.4873657226562,"{""type"":""Point"",""coordinates"":[22.870831862448142,45.5458333839321]}"
