Aridity_Index,Bacterivores,CliMond_Annual_Mean_Radiation,CliMond_Highest_Weekly_Radiation,CliMond_Lowest_Weekly_Radiation,CliMond_Radiation_Seasonality,CliMond_Radiation_of_Coldest_Quarter,CliMond_Radiation_of_Driest_Quarter,CliMond_Radiation_of_Warmest_Quarter,CliMond_Radiation_of_Wettest_Quarter,EVI,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Hillshade,EarthEnvTopoMed_Northness,EarthEnvTopoMed_Slope,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Human_Development_Percentage,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,PET,Pixel_Lat,Pixel_Long,Population_Density,Predators,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_Probability_of_occurrence_of_R_horizon,SG_SOC_Content_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Sand_Content_015cm,SG_Silt_Content_015cm,SG_Soil_pH_H2O_015cm,Total_Number,Unidentified,WWF_Biome,WorldClim2_Annual_Mean_Temperature,WorldClim2_Annual_Precipitation,WorldClim2_Isothermality,WorldClim2_Max_Temperature_of_Warmest_Month,WorldClim2_Mean_Diurnal_Range,WorldClim2_Mean_Temperature_of_Coldest_Quarter,WorldClim2_Mean_Temperature_of_Driest_Quarter,WorldClim2_Mean_Temperature_of_Warmest_Quarter,WorldClim2_Mean_Temperature_of_Wettest_Quarter,WorldClim2_Min_Temperature_of_Coldest_Month,WorldClim2_Precipitation_Seasonality,WorldClim2_Precipitation_of_Coldest_Quarter,WorldClim2_Precipitation_of_Driest_Month,WorldClim2_Precipitation_of_Driest_Quarter,WorldClim2_Precipitation_of_Warmest_Quarter,WorldClim2_Precipitation_of_Wettest_Month,WorldClim2_Precipitation_of_Wettest_Quarter,WorldClim2_Temperature_Annual_Range,WorldClim2_Temperature_Seasonality
14489,2254.25,136.7375946,203.3890076,65.33999634,0.362218022,75.92067719,186.9459991,186.9459991,87.1600647,3526.49292,888,239660,3516,38280,27252,9594,2316,1187,1573,22809,8872,458,731,180677,0.02245382,479.5,479.5,-0.075690791,13.87495804,1620.25,20562.45313,26709.95508,0,12,8369.594727,203.9276276,2467.955322,125.0030289,308.3333435,2111.803467,1049.809692,315.1855164,17026.19336,1520.25,1093,-41.37083435,173.9041595,1.357395291,515,850.0944824,30.37881851,26.0161953,12.72624779,63.13843155,72.39093781,64.80060577,66.45837402,48.95014954,24.94470215,52.84403229,6354.75,445,4,11.13749981,1585,43.17204285,18.39999962,6.691666603,7.166666508,14.94999981,15.09999943,7.766666412,2.900000095,27.0003109,486,90,317,336,197,490,15.5,321.1989136
14696,1685.75,134.9827271,193.6000061,70.48390198,0.321941853,84.25409698,188.6174622,178.5211487,84.25409698,4017.134277,770,239858,3214,36664,28418,9459,2571,889,1454,21446,8674,440,616,180343,-0.163388193,208.5,208.5,0.040586345,10.29323101,1424.75,12800,30437.05664,0,3,8518.702148,205.576004,2735.213623,103.0871429,336.3531189,2385.75,1095.3302,337.8820801,18406.48438,232,1149,-37.26250076,175.8208313,1.615990758,540,900.7610474,29.94815636,28.170681,11.33524323,172.8300323,34.41929626,86.30529785,73.59674072,43.9132309,28.17033768,50.66763687,5008.5,1126,4,13.60833359,1690,45.45454788,21.89999962,7.5,9.600000381,16.43333435,17.70000076,14.26666641,5.400000095,19.74796486,462,98,340,429,200,483,16.5,330.4943542
10311,2086,100.7741928,190.1089935,19.28199959,0.608439744,32.91352463,106.8112335,165.2527618,63.54743958,5669.249512,312,96974,934,24677,27702,9100,3054,987,784,17968,8004,228,666,51752,0.030927366,-1,-1,0.015463697,0.061874468,265,600,13956.76758,2693,0,7609.353516,467.9479065,3839.48877,298.3903198,676.7294312,3363.640381,1934.865356,775.4351807,8652.439453,379,770,52.13750076,4.837500095,542.7474365,607,387.7006836,34.84422302,28.34938431,6.379929066,200,2.197636127,161.8253937,70.4336319,38.95894623,32.89058685,61.91093445,6106,76,4,9.725000381,794,34.39393997,20.29999924,7.566666603,3.283333302,5.583333015,16.45000076,7,-1.700000048,18.73408127,190,45,155,201,86,243,22,541.4647827
10817,3523.5,100.1584625,191.3070068,18.1826992,0.621123552,35.57553101,106.5757751,158.7033844,70.05875397,4654.280273,457,112510,1666,23370,27226,9403,3771,1371,1235,19783,8454,294,748,66034,-0.046361405,-1,-1,-1.45E-07,0.110790431,135,528.8522949,16631.20313,4378.5,33,6734.513672,542.9598389,3156.437012,351.5488892,700.8395996,2863.417969,1812.436768,818.4210815,10507.50879,149,763,52.52916718,4.995833397,150.894104,624,395.1477661,27.64634323,35.23458862,4.650419712,200,2.815398216,122.9045639,60.71442413,29.54482651,35.10935974,65.09178162,8855.5,46.5,4,9.608333588,826,33.88106537,19.79999924,7.216666698,3.283333302,5.400000095,16.16666603,10.53333378,-1.5,22.13227272,201,44,158,197,91,266,21.29999924,532.1774902
10517,3925.5,100.42836,191.0720062,18.79269981,0.61508441,36.19535446,106.4172974,165.4111481,70.91500092,4469.54248,395,74751,2406,21994,27519,9240,3270,972,1087,20303,8430,262,691,51940,0.030927386,-1,-1,-0.030927356,0.092667878,28,598.7268066,17084.57813,4061,41,6795.621094,495.0273132,3016.688721,354.487793,657.9058838,2825.678711,1666.168823,700.5405273,8290.411133,138,773,52.20416641,4.945833206,396.0449219,632,342.7591858,35.86827469,28.77891731,5.82591629,200,2.863855839,217.0699158,72.01998138,40.41244888,30.83324051,60.89019394,8894.5,110.5,4,9.733333588,814,34.11214828,20,7.300000191,3.383333445,5.566666603,16.39999962,10.4333334,-1.399999976,18.9200325,199,45,161,201,87,248,21.39999962,537.1360474
9346,1859,98.74723816,180.0310059,19.54269981,0.593313336,33.29896927,95.57804871,160.0639954,31.00810814,4019.761963,272,55427,277,18246,25608,8796,3995,1553,597,16443,7692,167,893,30717,0.285606325,18,18,-0.029669467,0.547161818,79,500,16022.59961,2690,43,6983.673828,382.6661987,2574.298096,236.687439,470.3165894,2632.282471,1592.990356,697.4817505,7855.600098,554,817,51.53749847,5.354166508,175.0084534,712,540.8383179,12.09521675,6.631463051,4.436256886,200,8.522099495,24.80070686,36.37584305,81.11585999,11.89300442,50.67836761,5933,40,4,9.891666412,764,35.84770203,20.79999924,8.316666603,3.266666651,5.816666603,16.81666565,6.833333492,-2.400000095,13.17667866,190,46,162,194,73,212,23.19999886,556.7675781
9942,3437,99.60027313,186.9790039,19.07869911,0.607528865,32.55913162,95.77723694,163.1532288,48.65538406,5808.033203,383,82131,2460,22014,27101,9379,3666,1317,892,19503,8415,273,753,57739,0,0,0,0,0,0,600,14781.85547,5777,34,7391.186035,490.9968262,4007.542969,336.4665833,715.9550781,3542.476563,2061.525635,827.3318481,7269.865723,731,793,52.00416565,5.012499809,185.653717,731,461.078064,38.21069717,47.07833099,6.224099159,200,0.111272454,59.95838165,47.16666794,17.91265678,35.07062531,61.82661819,10970,293,4,9.783333778,789,35.51050949,20.20000076,7.883333683,3.283333302,5.650000095,16.56666756,6.949999809,-2,16.40028,191,46,160,198,81,232,22.20000076,546.1740112
11332,3965,96.80539703,187.4689941,16.69939995,0.632797241,33.01560593,92.95018768,160.6496124,59.09707642,5775.781738,397,113457,2962,27110,27706,9521,3165,1205,992,20746,8610,289,703,80489,0,-2,-2,-2.91E-08,0.043751866,335,600,13581.34668,2234,0,7537.608398,478.2383118,3885.788818,306.2548218,681.9839478,3363.415771,2039.694946,825.0734253,7770.850586,279,723,53.25416565,5.962500095,219.0253906,838,445.8638611,31.13796043,24.95291901,7.710905552,200,0.062499981,74.21965027,47.4516716,40.03016663,35.11886215,61.42296219,8378,726,4,9.295833588,820,31.75154114,19.70000076,6.858333111,2.633333445,5.066666603,16.18333435,10.0666666,-1.899999976,22.28763962,198,43,154,204,91,262,21.60000038,558.1318359
10687,4390.5,100.1584625,191.3070068,18.1826992,0.621123552,35.57553101,106.5757751,158.7033844,70.05875397,5093.563477,293,56465,2379,18905,26940,9475,3889,1273,625,17658,8156,195,752,37289,0,-1,-1,2.91E-08,0.074689075,173.5,588.7796631,13219.61328,2989.5,37,6961.648926,542.2631836,3428.296143,356.9891052,725.5585327,3123.399414,1968.470215,845.5377197,8325.148438,264,770,52.53749847,4.987500191,150.5569458,844,336.711731,29.72332382,38.08845901,7.085192204,200,1.524964809,181.0184326,67.70853424,27.99019432,33.73632813,65.56387329,8849,187,4,9.608333588,823,33.72457123,19.79999924,7.183333397,3.283333302,5.383333206,16.16666603,10.53333378,-1.5,22.37706566,201,45,158,196,91,266,21.29999924,532.2714233
2128,1264.5,144.5258484,225,65.9332962,0.382730693,77.51948547,77.51948547,210.5286102,207.548996,1507.163208,456,13239,3889,8995,21051,9249,5927,2312,346,13022,7014,110,1436,10811,0.059918404,1634.5,1634.5,-0.390983164,0.437510222,178.625,740,3421.512451,770,0,2565.374268,1460.432739,2294.648682,961.0375977,1259.110474,2925.602295,3181.651123,2215.896729,2144.010742,230.625,1714,40.82916641,-104.7208328,0,1.25,1537.63501,19.9764843,23.28747177,3.175350666,200,6.336628914,8.96249485,14.87446213,50.85205078,25.72158813,74.92382813,2513.25,68.375,8,9.016666412,365,40.61728287,29.5,16.45000076,-1.333333373,-1.333333373,20.38333321,17.64999962,-11,59.89528656,27,8,27,145,62,169,40.5,886.3364868
13285,573.4615283,97.80926514,183.5119934,20.47839928,0.598465383,32.45362473,92.55397797,161.2180023,28.92406845,4705.192871,513,144269,2955,27549,26778,8833,3722,1491,1110,18277,7866,348,801,113710,-0.213363528,237.5,237.5,-0.827106118,4.785498619,250.5708434,631.420105,13348.51367,604.230134,47,6716.21582,557.5689087,3376.52832,322.8973389,704.7088623,3216.070313,2075.88208,942.8320313,7941.803711,667.3466304,751,51.94583511,-2.012500048,41.43090057,10.5,877.8918457,19.97346115,26.29486847,16.58064079,199.9256897,27.07435036,41.5357399,43.46110153,29.26472092,44.27688599,61.6330452,2179.027465,73.10948411,4,8.875,999,39.08934784,18.29999924,7.583333492,3.916666746,13.01666641,14.58333302,4.783333302,-1.100000024,16.08556366,282,64,212,223,108,305,19.39999962,441.3023071
7723,58.5,139.2776184,208.9490051,64.53330231,0.360644668,79.74163818,79.74163818,196.2675323,188.8744659,4402.838867,732,194276,2262,30382,28279,9572,2909,945,1229,21404,8717,370,626,196698,0.292077392,45.5,45.5,-0.004481311,2.818320751,29.25,0,16354.2002,43.5,73,6685.249023,737.5125732,3178.755859,489.7118225,761.4761353,3178.680176,2103.307617,1049.607544,9906.200195,3.5,1350,38.87916565,-77.0708313,2.374902964,13.5,1474.268311,15.0905304,21.55242538,7.812201977,200,15.90806961,13.98583031,25.39764786,39.14754486,39.51210022,60.13460159,1153.75,1.75,4,13.30000019,1043,31.5962429,30.60000038,11.21666622,2.316666603,2.316666603,23.98333359,21.85000038,-4.900000095,11.34809494,228,69,228,282,103,290,35.5,876.2756958
9102,2648,97.5447998,176.7839966,19.37070084,0.592941344,32.85255432,85.12338257,158.2013092,166.4107666,5038.019531,591,166762,1966,30799,28190,9443,2706,1238,1557,19898,8478,386,672,112165,0.136915684,31,31,-0.169065848,0.195663556,143,500,11632.2002,896,75,7069.324219,530.0055542,3304.474609,325.9028931,658.0471802,3131.520996,2016.026245,983.7266846,7221.600098,65,814,51.46250153,5.904166698,273.1911011,14.5,454.6464844,11.19262218,6.458455086,5.762459755,200,2.449816704,25.1434536,35.87115097,76.17621613,17.5294323,53.3457756,3998.5,231,4,9.824999809,741,35.19313431,20.89999962,8.199999809,3.100000143,5.699999809,16.93333435,4.133333206,-2.400000095,12.58725739,183,45,159,193,70,203,23.29999924,567.2761841
17364,3986,137.9846497,193.1119995,76.28230286,0.296646595,94.010849,182.0046997,174.2124634,87.89515686,4947.299316,415,117946,-88,28056,28604,8801,2728,834,959,15784,7660,267,602,58939,0.177798361,363.5,363.5,-0.077792063,13.0857048,1402,4264.767578,29209.4668,1708,15,7211.290039,432.1162109,3316.523438,190.1958771,551.0911255,3223.134521,1705.603882,725.2088013,17581.07617,1191,1075,-35.57916641,173.4624939,3.169428587,1621,887.1834106,25.0893383,31.65431023,7.738791466,183.8706665,31.15968704,65.53524017,60.67544556,38.85309601,29.41877174,52.48041916,10642,734,4,13.79166698,1868,49.54338074,20.89999962,7.233333588,10.69999981,17.26666641,17.26666641,11.38333321,6.300000191,34.50603104,634,107,326,326,255,705,14.59999943,267.5123901
9847,379.4489034,104.1343231,194.6269989,21.2133007,0.593063653,35.40402985,100.0067825,169.242157,52.4428215,3219.684082,1115,562820,3530,55796,29173,9758,2376,874,2171,23647,9007,658,569,450056,-0.015443985,-1,-1,0.030907553,0.097832069,23,500,10792.83496,506.7807745,86,4720.230957,819.742981,2808.30835,508.9131165,834.2536621,2508.990479,1910.052979,1152.732056,6785.580078,34.98077454,814,51.72916794,4.604166508,166.4782715,20.8,575.1173096,17.73588943,21.25708961,3.988013268,200,0,16.17173195,28.29040909,35.18320847,43.38451004,71.49517822,1082.29342,117.0829678,4,10.07083321,802,34.36072922,20.5,7.525000095,3.616666794,5.933333397,16.81666565,10.69999981,-1.399999976,17.08632851,192,46,164,206,82,237,21.89999962,544.4741211
10132,2033.5,95.59358215,176.927002,17.71199989,0.610600591,30.63097763,83.07525635,156.8776093,161.6116943,4532.98877,622,230072,2531,38224,28715,9463,2224,993,1368,22740,8782,408,603,181378,0,11,11,0.015443884,0.074689075,23,529.3297119,11719.67578,830.5,65,6452.609375,713.9398804,3338.900879,447.1198425,797.1884155,3037.63208,2027.024658,1064.834229,6880.916504,71.5,779,52.04583359,6.287499905,131.6153564,28.5,463.6105652,10.85724258,9.664595604,4.263378143,200,0,17.80843163,33.14021301,68.32185364,22.19926071,58.92372131,3373.5,387,4,9.529166222,790,35.02155304,20.39999962,8.125,2.816666603,5.449999809,16.51666641,3.883333445,-2.799999952,15.05525589,194,46,161,211,76,217,23.19999886,561.8615723
11309,2027.5,95.43790436,181.6900024,16.56229973,0.626344085,29.11885452,91.61585236,158.1084595,152.0155334,3816.007568,502,151631,1622,32795,27488,9416,2206,1076,1132,20663,8592,322,691,91152,0.061795544,15,15,-0.061795488,0.140749007,44,517.8636475,11735.59961,447.5,80,6179.48584,588.1819458,2786.859375,374.8657532,659.7470093,2739.204102,1949.066528,1084.943359,6810.200195,64.5,736,52.91249847,6.529166698,98.39732361,29.5,375.7542114,13.07980728,5.063326836,4.551104069,200,2.165535212,66.79023743,46.27954102,82.49217987,12.34361362,51.93846512,2644.5,32,4,9.0625,833,35.32608795,19.89999962,8.125,2.483333349,4.966666698,15.94999981,6.116666794,-3.099999905,15.65598392,208,51,169,212,84,242,23,551.5932617
9491,1467,96.6210022,176.0410004,18.87669945,0.599833727,32.08356094,93.66912842,157.0650024,157.0650024,3938.758545,697,291500,2083,44660,29203,9461,1411,793,1486,22426,8783,401,560,185048,0.114218712,17.5,17.5,0.656900048,0.769651115,60,500,10671.25,650.5,37,6488.839355,495.8873596,2586.323975,285.9301758,539.6967163,2528.833008,1720.179077,916.9025269,6761.334961,70,800,51.73749924,5.662499905,215.5549316,29.5,439.1240234,9.449988365,4.211290836,7.087109566,200,2.954846144,27.83639526,36.43646622,83.45472717,12.33398342,51.734375,2347.5,70,4,9.725000381,760,35.78643417,20.60000038,8.266666412,3.050000191,5.650000095,16.71666718,6.599999905,-2.5,14.06532097,188,45,159,195,73,209,23.10000038,560.748291
10977,1441.5,95.52796173,182.9720001,16.3553009,0.629207015,28.93624687,91.59204865,158.5312347,145.5147858,4838.117188,545,176815,2227,34614,29085,9621,2297,921,1409,21769,8772,359,576,115013,0.09260451,2.5,2.5,0.046361454,0.14805226,40,563.517334,12835.65918,812.5,76,6917.382813,572.8519287,3248.891113,387.1367493,701.666687,2960.961182,1918.937744,906.1017456,7115.890137,77.5,728,53.09583282,6.629166603,224.3137207,32.5,427.1816711,16.4912529,9.265870094,6.439647675,200,0.039996065,52.79689789,45.01458359,71.71104431,19.06039429,56.34331512,2667,262,4,8.995833397,800,34.84513092,19.5,7.875,2.366666794,4.849999905,15.85000038,6.150000095,-3.099999905,16.27853394,197,47,159,206,81,232,22.60000038,553.5524292
12468,6484.5,114.0274964,179.024994,43.96939852,0.431388199,55.21175387,78.79949192,164.5737763,71.57035069,2635.697021,716,169315,-2062,27411,23430,9518,3853,1548,1281,19792,8472,306,1033,66855,-0.222037226,14.5,14.5,-0.194177121,3.852500916,1541.083333,19181.80273,12154.24512,86.5,0,6396.496582,216.7678986,1496.900513,194.6835785,339.5957031,1228.75769,653.7580566,252.0167694,8123.336914,1826.75,916,-47.01250076,168.2041626,0,3210,843.7409058,37.9794693,17.98601532,20.01451683,107.0299225,60.27571487,153.943985,102.346756,52.26276779,29.89260674,49.16186523,16596.58333,3447.75,4,10.36666679,1143,42.73504257,15.69999981,5,7.75,7.883333206,13.14999962,9.366666794,4,21.28833199,256,62,231,278,120,339,11.69999981,222.3871765
10555,2374.5,96.48313904,180.1690063,17.90800095,0.612250149,30.98189926,93.10746002,158.3526154,138.6924591,3612.485596,2206,1108679,4406,78050,28626,9483,1950,960,3674,22740,8828,1173,604,1048657,-0.014762853,12,12,0.061775707,0.233127356,142,500,9209.599609,1515.5,93,5567.255371,667.9631348,2608.46167,445.1294556,733.7729492,2407.603027,1821.766602,1049.674561,6129.799805,235.5,780,52.17083359,5.604166508,312.1953125,37.5,578.2923584,9.719366074,9.401507378,5.166232586,200,4.442753315,32.48278046,45.70898819,71.71543884,18.84627151,58.89577484,4657.5,353,4,9.516666412,824,35.4439621,20.29999924,8.116666794,2.75,5.483333111,16.43333435,6.400000095,-2.599999905,14.97149658,207,48,170,210,82,235,22.89999962,562.3664551
9985,2720,95.81151581,177.3370056,17.37000084,0.611312032,30.58883095,83.25016785,157.4423828,165.9141541,5314.673828,276,55738,1245,18989,26027,9274,3631,1316,728,18980,8321,189,835,33184,0.030740118,16,16,0.046183936,0.1383553,101.5,600,13093.0127,1050.5,9,7227.587402,580.3729858,3633.721436,398.1985168,735.8061523,3261.364746,2014.353516,891.0095825,6813.290039,103,776,52.07916641,6.545833111,168.1010895,41.5,507.0017395,13.11257744,6.963630199,4.972408295,200,0,41.12640762,41.83489227,77.56835938,15.43123627,55.3367424,4658.5,641.5,4,9.470833778,775,34.57446671,20.5,8.125,2.75,5.400000095,16.48333359,3.833333254,-3,14.19180489,191,47,162,200,77,216,23.5,562.4680176
4557,250.25,173.86203,259.375,89.43160248,0.338189453,113.1232758,242.1103058,237.3096924,99.70262909,3292.872559,1771,705212,3070,57826,27578,9630,2370,1184,2347,21955,8747,820,706,763611,0.732255161,15,15,0.080628231,0.877110362,109,4299.931641,14140.98438,17.5,75,5231.666504,917.2299805,2774.61792,468.6316833,806.8482666,3297.010742,2780.718994,1680.278809,8912.423828,187.25,2051,-32.87916565,115.8375015,1.419372678,49.5,935.286499,10.4903326,17.84595299,12.06159782,199.9991302,6.972662449,14.01480484,25.12409782,76.13167572,5.71215868,59.55736542,620.25,6.75,12,17.94166756,935,51.09648895,29.20000076,11.65000057,13.25,22.89999962,23.41666603,14.4333334,6.400000095,82.59712982,497,13,49,58,188,505,22.80000114,419.8312988
10747,1970.5,95.31004333,180.5220032,16.67259979,0.624093175,29.22620773,91.5617981,157.7025452,151.6936951,3857.720947,583,161553,3190,31286,28070,9497,2865,1256,1526,21663,8722,392,678,116750,0.061736375,13,13,-0.138640627,0.14805226,55.5,500,11384.40039,426.5,64,5946.975098,602.9411621,2779.611084,384.6702576,669.4200439,2658.778076,1913.848267,1144.862671,6387.799805,42,748,52.72083282,6.637499809,122.4507217,55.5,381.6059875,9.426211357,3.378884315,4.000356197,200,0,46.80031204,43.80227661,84.31017303,12.33452606,53.49379349,2806.5,255.5,4,9.158333778,804,34.97854233,20.10000038,8.150000572,2.516666651,5.066666603,16.10000038,6.150000095,-3.200000048,16.61415672,204,47,165,207,81,231,23.30000114,556.2897949
13829,10116.75,139.6222992,199.9230042,71.84680176,0.325225443,85.7633667,170.9326935,184.8933868,89.30350494,3748.73877,691,148771,2582,29702,27854,9606,3288,1046,1125,19530,8484,311,666,101308,0.092231855,246,246,0.301676631,12.72773743,1362.5,12800,19190.72656,1352,0,7934.647949,229.4365082,2173.650879,133.2771759,349.8061218,2205.852295,999.4677124,344.3093872,10542.98828,2011.75,1138,-38.30416489,177.0791626,0.619766355,5746,843.2749634,32.38673401,29.59461212,13.53196907,37.02620697,74.95105743,96.61637878,75.09316254,44.98751831,25.553936,51.63211441,23509.5,2920.5,4,12.22500038,1574,45.68221283,21.29999924,8.816666603,7.349999905,16.81666565,16.81666565,7.349999905,2,14.68146133,451,111,367,382,182,451,19.29999924,387.494873
10436,1355.5,95.036026,179.7420044,16.64520073,0.624207675,29.02303886,81.77172089,157.2803802,157.2803802,5190.314941,342,70082,2581,20265,25899,9298,3989,1519,780,17007,7969,230,844,47653,5.79E-08,10,10,0.015453731,0.110790431,49,551.0294189,13250.90137,1400.5,82,7131.297363,535.9035645,3542.947266,348.382843,694.6478271,3196.838135,2035.11145,937.6140137,6724.439941,152,748,52.67916489,6.704166889,122.4507141,63.5,342.2595825,14.71169662,5.895600319,5.601126194,200,0.099626422,54.8070488,47.39949799,79.22019958,14.47243309,53.62112427,3176.5,156,4,9.170833588,781,34.81241226,20,8.041666985,2.516666651,5.083333492,16.11666679,6.150000095,-3.099999905,16.81930733,197,46,160,203,78,224,23.10000038,557.6796875
15881,137.2,145.4757996,206.625,75.33129883,0.3113392,90.49491119,124.1373825,190.7956085,160.7199249,4033.90918,375,106485,19,24256,26428,8560,4000,2125,1029,16719,7528,258,953,51904,0.237603426,1468.5,1468.5,0.222322106,10.45778465,87,3350,15987.56348,340.4,0,6654.637207,441.6065063,2729.092529,245.6768646,480.3326111,2930.033447,1883.039307,924.076355,7987.865234,28,1122,35.58750153,-83.07917023,0.894337237,64.8,1060.090332,26.204813,16.86302948,12.46823215,200,12.03304195,71.48356628,71.94873047,49.78498077,33.4511261,47.88781738,659.4000244,1.8,4,8.908333778,1782,35.73059082,23.20000076,10.4333334,0.283333302,14.0666666,17.05000114,8.333333015,-6,9.564388275,435,122,406,450,179,482,29.20000076,682.3083496
7806,860,170.160553,178.9900055,162.677002,0.024407228,166.9594574,166.6292267,173.5703888,169.356308,3791.175781,468,117597,-462,27585,28716,9098,2817,1059,905,19056,8223,266,610,57216,-0.303737283,1160,1160,0.3826693,2.017337561,NA,500,16575.23438,808,100,5972.925781,758.7897339,3183.459717,364.6109314,718.5737305,3425.208984,2610.071289,1493.444092,10060.39648,744.96,1559,0.462500006,32.61249924,954.3619995,67.8,1489.543457,10.43487358,42.53296661,4.158020496,200,7.784503937,19.8519516,29.70545387,43.08773422,14.51146603,54.26944733,2510.76001,30,7,21.60416603,1217,85.96154022,27.79999924,11.17500019,20.86666679,21.94999886,22.21666718,21.95000076,14.80000019,33.61144257,223,59,204,240,162,412,12.99999905,55.61465073
11313,1174.5,95.43790436,181.6900024,16.56229973,0.626344085,29.11885452,91.61585236,158.1084595,152.0155334,5101.435059,370,103336,345,26833,28655,9122,2605,966,943,17829,8071,255,599,54855,-0.077170357,12,12,0,0.097832069,241,600,11594.59961,1881,66,7106.726074,525.7901001,3438.970459,323.2241821,667.3504639,3116.655029,2030.096069,984.189209,7295.799805,150.5,733,52.86249924,6.5625,98.39731598,75.5,415.7020874,13.95604134,6.915462494,5.869019985,200,0.0616045,67.75789642,48.06111908,78.08058167,14.9519558,54.2291832,4010.5,488,4,9.066666603,830,35.3535347,19.89999962,8.166666985,2.466666698,4.966666698,15.94999981,6.133333206,-3.200000048,16.30436134,210,50,169,211,83,241,23.10000038,552.5203857
2593,343,192.1450806,273.875,104.9720001,0.305931687,131.1523895,265.1450806,246.4495392,118.5692291,2571.573975,488,41311,1624,15430,24821,8928,4593,1921,576,16544,7752,152,1037,27105,0.651796222,25.5,25.5,0.051440261,1.544976234,91,4678.449707,11204.44434,36,7,4865.749512,808.7024536,2224.428223,438.5709839,749.3428955,2846.597168,2473.486328,1554.894165,6158.873047,61,2151,-30.23749924,115.0708313,0.129979372,79.5,1294.525391,12.03293324,22.36339569,12.79887199,177.4071045,18.27654457,19.67984581,22.40618896,66.84175873,10.85820961,67.26932526,617.5,8,12,19.51250076,558,50.33333206,30.70000076,11.32500076,14.88333321,24.23333359,24.86666679,14.88333321,8.199999809,84.66622925,310,7,31,39,114,310,22.5,405.687561
10552,2040,95.45198059,178.3329926,17.36059952,0.61587739,30.11795425,92.08135223,157.118927,151.279007,4561.055176,542,204802,2414,36182,28887,9617,2343,975,1168,18742,8358,345,586,132418,0.1632144,3,3,-0.27157855,0.406936318,20.5,535.7088013,13045,637.5,56,7033.236816,524.4279175,3089.930664,341.0886841,651.5682983,2973.7771,1861.019165,859.1999512,7100,69.5,758,52.42083359,6.237500191,213.7825012,91.5,393.3298035,14.57031822,9.768627167,5.178013325,200,1.083456397,38.91243362,43.30298615,74.68385315,15.59610558,54.14405823,3023.5,164.5,4,9.375,800,35.65217209,20.10000038,8.199999809,2.716666698,5.400000095,16.28333282,6.316666603,-2.900000095,16.20518875,194,47,160,211,78,225,23,555.1842651
3304,259,184.8220062,269.230011,97.89769745,0.323188156,128.8385315,258.8166199,241.7293091,108.7105179,2730.150146,419,25600,1802,12209,24109,9658,5196,1743,447,13942,7387,133,1022,15406,0.007739086,52.5,52.5,0.44824928,1.356395006,27.25,9599.880859,13238.97949,43.5,26,5426.016113,698.236084,2162.79541,359.8659363,652.1046143,2716.825684,2261.083252,1352.875,8467.614258,94.75,2136,-31.37916756,115.5625,0.908282638,95.5,1254.090088,9.94884491,21.47675133,13.31824684,185.4492188,15.42321777,17.90003586,24.55201149,70.3539505,8.315337181,67.56360626,524.5,4.75,12,18.72083282,706,47.96650696,29.10000038,10.02499962,14.19999981,23.54999924,24,14.19999981,8.199999809,84.49871063,391,8,38,46,144,391,20.90000153,401.6243286
9560,1984,101.4388809,186.0579987,20.41939926,0.589768767,34.5725708,97.98569489,164.2433777,45.32432175,3954.013428,666,219360,1689,39955,28558,9063,1754,1129,1539,20869,8429,406,619,133630,-0.061736405,10,10,-0.061736401,0.131255388,28.5,500,11574.2002,1355,88,6110.621094,617.6385498,2858.780762,354.5991821,664.609436,2736.745117,2005.963013,1101.130249,6996.799805,132,822,51.59583282,5.129166603,1768.915649,103.5,564.5020752,10.58530807,4.972182751,5.263196468,200,1.483925104,21.48701096,31.93486404,76.01809692,18.97204971,52.79784775,4559,955.5,4,9.904166222,786,35.60606384,20.79999924,8.225000381,3.316666603,5.800000191,16.86666679,6.866666794,-2.299999952,14.60062313,196,45,163,200,76,222,23.09999847,556.5700684
